ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,INJ_SEV,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,Fatality Rate (%)
50529,1,1,38,1,1,0,11,3,20,0,0,4,0,2,0,1,998,72,180,0,0,5,5,1,2,1,1,80,1,7,0,0,5,10,2020,2,19,2,8,1,1,1,2,1,20.0
50531,1,1,999,9,1,9,11,99,99,9,0,99,1,9,99,1,999,999,999,99,9,3,3,1,1,1,99,82,0,999,99,999,24,7,2020,6,99,2,8,98,98,98,9,99,50.0
50534,1,1,51,1,1,2,11,3,1,0,0,2,0,1,0,1,998,69,150,0,4,1,2,1,2,2,1,6,0,7,99,39,29,10,2020,5,22,2,35,3,3,4,6,2,50.0
50535,1,1,32,2,1,4,11,20,1,9,0,2,0,2,0,1,998,64,210,0,3,1,4,1,2,1,14,13,0,13,99,6,31,10,2020,7,4,2,14,1,1,5,3,1,50.0
50537,1,1,58,1,1,4,11,20,8,1,0,1,0,2,0,1,998,72,160,2,9,1,2,1,2,1,1,17,0,13,99,38,1,11,2020,1,17,2,12,2,2,1,5,1,50.0
50539,1,1,36,2,1,0,11,3,8,0,0,2,0,2,0,1,998,62,130,0,0,1,2,5,2,1,1,74,0,60,0,0,15,11,2020,1,14,2,12,5,1,1,1,1,25.0
50540,1,1,61,1,1,0,11,20,20,0,0,1,0,1,0,1,998,73,220,0,9,1,2,1,2,1,1,80,0,60,99,0,14,11,2020,7,19,2,8,1,1,1,2,10,50.0
50543,1,1,13,1,1,4,11,20,20,0,0,1,0,0,0,1,998,999,999,0,9,1,2,9,4,11,14,9,0,69,99,0,2,11,2020,2,14,2,1,1,1,1,1,1,100.0
50545,1,1,33,1,1,4,11,20,20,1,0,1,0,0,0,1,998,68,170,1,9,1,4,1,2,1,1,62,1,98,99,999,5,11,2020,5,22,2,12,1,1,1,3,1,50.0
50546,1,1,999,9,1,0,11,99,99,9,0,99,1,9,99,1,998,999,999,99,9,2,2,1,2,1,1,80,0,999,99,999,6,11,2020,6,22,2,8,1,1,1,2,1,50.0
50550,1,1,54,1,1,0,11,3,1,1,0,2,0,2,0,1,998,72,168,0,0,3,3,1,1,1,1,50,1,60,0,6,27,10,2020,3,23,2,12,1,1,1,3,10,33.33333333
50553,1,1,30,1,1,0,11,3,20,1,0,1,0,1,0,1,998,75,215,0,0,3,2,1,2,1,17,52,0,13,99,0,9,11,2020,2,16,2,57,1,1,3,1,1,20.0
50555,1,1,62,2,1,3,11,3,1,0,0,1,0,1,0,1,998,65,170,0,0,5,5,1,2,1,11,15,0,13,0,48,11,11,2020,4,9,2,12,2,4,1,1,1,33.33333333
50560,1,1,70,1,1,0,11,3,20,0,0,1,0,1,0,1,998,72,240,0,0,1,4,1,2,1,1,80,0,13,0,0,19,11,2020,5,17,2,8,2,2,1,3,1,50.0
50564,1,1,23,2,1,3,11,3,1,9,0,2,0,1,0,1,998,62,200,1,0,1,2,1,2,1,1,17,0,7,99,39,20,11,2020,6,18,2,12,2,2,1,3,5,25.0
50569,1,1,55,1,1,0,11,99,20,0,0,1,0,3,2,1,998,76,355,0,0,1,2,1,2,1,13,80,0,11,99,999,28,11,2020,7,8,2,8,1,1,1,1,1,50.0
50570,1,1,39,1,1,4,11,20,1,0,0,2,0,1,0,1,998,70,240,0,3,1,2,5,2,1,1,12,0,7,99,6,28,11,2020,7,17,2,39,1,1,4,3,1,50.0
50577,1,1,53,2,1,4,11,20,20,1,0,1,0,1,0,1,998,66,170,0,0,1,2,5,2,2,1,10,0,3,99,6,2,12,2020,4,15,2,12,1,1,1,1,2,50.0
50578,1,1,53,1,1,0,11,3,20,0,0,1,0,1,0,1,998,73,230,0,0,2,4,1,2,1,1,50,0,60,12,84,4,12,2020,6,16,2,8,1,1,1,1,1,50.0
50579,1,1,61,1,1,4,11,20,1,1,0,1,0,1,0,1,998,70,175,0,3,1,2,1,2,1,1,12,0,119,99,28,1,12,2020,3,9,2,42,1,1,4,1,1,100.0
50584,1,1,35,1,1,4,11,99,99,1,0,2,0,1,0,1,998,69,175,0,9,1,2,1,2,1,14,13,1,15,99,0,6,12,2020,1,3,2,30,3,3,4,2,1,100.0
50587,1,1,44,1,1,4,11,20,1,9,0,1,0,1,0,1,998,68,245,2,0,1,2,1,2,1,14,10,0,7,99,28,12,12,2020,7,8,2,12,1,1,1,1,1,33.33333333
50588,1,1,57,1,1,0,11,3,20,0,0,1,0,3,0,1,998,67,170,0,9,3,3,1,2,1,1,9,0,60,0,6,11,12,2020,6,5,2,25,1,1,4,2,1,50.0
50591,1,1,60,1,1,4,11,20,8,0,0,1,0,1,0,1,998,74,270,3,0,3,2,1,2,1,14,12,1,60,0,6,18,12,2020,6,16,2,30,1,1,4,1,1,100.0
50593,1,1,58,1,1,0,11,3,20,0,0,1,0,3,0,1,998,72,160,0,0,2,3,1,2,2,15,80,0,7,0,999,19,12,2020,7,22,2,8,18,1,1,2,2,50.0
50594,1,1,32,1,1,0,11,3,20,0,0,1,0,2,0,1,998,999,999,0,9,1,2,1,2,1,1,80,0,60,0,0,24,12,2020,5,6,2,8,1,1,1,2,1,50.0
50596,1,1,18,2,1,0,11,3,20,0,0,1,0,2,0,1,998,65,131,0,0,3,5,6,2,1,11,81,0,13,0,0,9,12,2020,4,20,2,8,3,2,1,3,1,50.0
50602,1,1,77,2,1,0,11,3,20,0,0,1,0,3,0,1,998,66,135,0,0,5,5,1,2,1,1,80,0,7,0,0,28,12,2020,2,17,2,8,3,3,1,2,1,50.0
50605,1,1,41,1,1,0,11,3,20,0,0,4,0,1,0,1,998,72,190,0,0,3,3,1,1,1,1,81,0,7,0,0,27,12,2020,1,22,2,8,1,1,1,2,1,20.0
50607,1,1,999,9,1,0,11,99,20,9,0,99,1,9,99,1,998,999,999,99,9,1,2,1,2,2,99,82,0,999,99,999,30,12,2020,4,22,2,8,3,3,1,2,2,50.0
50608,1,1,62,1,1,0,11,3,20,0,0,1,0,1,0,1,998,68,135,0,0,1,4,1,2,2,1,80,0,1,0,0,31,12,2020,5,13,2,8,1,1,1,1,2,50.0
50609,1,1,68,1,1,0,11,3,20,0,0,1,0,1,0,1,998,67,150,0,0,5,5,1,2,1,1,80,0,60,0,0,10,12,2020,5,20,2,8,1,1,1,2,1,50.0
50610,1,1,22,1,1,0,11,3,20,8,0,1,0,2,0,1,998,68,212,0,0,1,2,1,2,2,1,80,0,13,0,0,11,12,2020,6,17,2,8,1,1,1,3,1,50.0
50613,1,1,46,1,1,0,11,3,20,8,0,1,0,2,0,1,998,73,190,0,0,5,5,1,2,1,1,80,0,3,0,0,17,12,2020,5,21,2,8,1,1,1,3,1,50.0
50615,1,1,42,1,1,0,11,3,20,0,0,2,0,1,0,1,998,69,210,0,0,5,5,5,2,1,1,80,0,13,0,0,27,12,2020,1,18,2,8,1,1,1,2,1,33.33333333
60004,1,1,34,1,1,4,11,3,9,9,0,1,0,1,0,1,60,74,190,1,4,2,5,1,2,1,1,51,0,13,96,0,3,1,2020,6,13,2,12,2,2,1,1,10,50.0
60006,1,1,39,1,1,4,11,99,99,9,0,1,0,5,0,1,999,999,999,99,0,1,2,8,8,1,14,54,0,13,96,28,7,1,2020,3,12,2,12,1,1,1,1,1,50.0
60007,1,1,18,1,1,2,11,3,20,0,0,7,0,2,0,1,50,76,180,0,0,1,2,5,2,1,14,10,0,60,0,0,4,1,2020,7,2,2,1,1,1,1,2,1,14.28571429
60013,1,1,59,1,1,4,11,3,9,9,0,1,0,1,0,1,998,71,175,0,4,2,3,8,2,1,1,17,0,60,96,13,2,1,2020,5,16,2,12,2,2,1,5,10,50.0
60014,1,1,22,1,1,2,11,3,20,0,0,1,0,1,0,1,75,69,150,0,0,3,3,1,2,1,1,80,0,13,0,0,2,1,2020,5,19,2,8,1,1,1,2,1,50.0
60016,1,1,69,2,1,0,11,3,20,0,0,2,0,1,0,1,55,61,130,0,0,1,2,1,8,1,17,98,0,7,96,0,22,1,2020,4,17,2,12,3,3,1,3,1,25.0
60020,1,1,40,1,1,0,11,3,20,0,0,3,0,1,0,1,998,66,170,0,0,1,2,1,2,1,13,50,0,60,96,0,6,1,2020,2,13,2,12,1,1,1,1,1,25.0
60021,1,1,20,1,1,4,11,20,9,0,0,1,0,1,0,1,999,63,100,0,0,1,2,8,2,1,1,10,1,13,96,0,18,1,2020,7,21,2,12,1,1,1,2,1,33.33333333
60022,1,1,34,1,1,0,11,3,20,0,0,1,0,3,6,1,57,71,385,0,0,2,2,1,2,1,1,80,0,66,0,0,13,1,2020,2,17,2,8,1,1,1,3,1,50.0
60023,1,1,47,1,1,2,11,3,9,0,0,1,0,2,0,1,65,73,220,0,0,3,6,8,2,1,2,80,0,7,0,0,18,1,2020,7,2,2,8,1,1,1,2,10,33.33333333
60024,1,1,58,1,1,4,11,20,20,9,0,1,0,1,0,1,80,68,155,0,0,3,3,8,2,1,14,13,0,81,0,0,2,2,2020,1,9,2,24,1,1,4,1,1,100.0
60027,1,1,24,1,1,0,11,99,9,9,0,5,1,1,0,1,80,73,180,0,4,2,3,1,2,1,1,98,0,13,3,0,12,1,2020,1,1,2,33,1,1,4,3,1,20.0
60028,1,1,59,1,1,0,11,3,20,0,0,1,0,1,0,1,999,68,195,0,4,6,1,8,1,1,1,50,0,13,0,0,13,2,2020,5,18,2,12,20,1,1,3,1,33.33333333
60037,1,1,18,2,1,4,11,20,9,0,0,2,0,2,0,1,65,63,150,1,0,3,3,8,2,1,1,12,0,13,96,0,11,2,2020,3,23,2,25,1,1,3,2,1,50.0
60039,1,1,18,1,1,4,11,3,20,1,0,3,0,1,0,1,999,70,175,0,4,3,4,1,1,1,1,51,0,13,96,0,3,1,2020,6,17,2,12,1,1,1,2,1,50.0
60040,1,1,20,1,1,4,11,3,9,0,0,5,0,2,0,1,90,70,162,0,4,3,3,8,1,1,6,13,0,13,96,0,22,1,2020,4,18,2,38,1,1,4,2,1,20.0
60041,1,1,80,2,1,4,11,3,9,0,0,1,0,1,0,1,999,62,117,0,0,1,2,1,8,1,1,10,0,13,0,28,11,2,2020,3,13,2,12,1,1,1,1,1,50.0
60042,1,1,21,1,1,4,11,20,8,9,0,1,0,1,0,1,40,69,189,0,0,3,6,8,8,1,3,13,0,13,96,0,13,1,2020,2,5,2,59,1,1,4,2,10,100.0
60043,1,1,999,9,1,9,11,99,99,9,0,99,1,9,99,1,999,999,999,99,0,3,3,5,8,1,1,80,0,999,96,999,23,1,2020,5,99,2,8,18,1,1,2,1,50.0
60045,1,1,36,1,1,3,11,3,1,0,0,1,0,1,0,1,90,70,180,0,4,1,3,8,2,1,1,17,1,13,96,91,26,1,2020,1,12,2,12,2,2,1,1,1,20.0
60049,1,1,28,1,1,1,11,3,9,0,0,2,0,1,0,1,50,72,242,0,4,3,5,6,2,1,1,51,0,5,0,0,11,1,2020,7,14,2,12,1,1,1,1,1,14.28571429
60051,1,1,62,1,1,4,11,20,20,9,0,1,0,1,0,1,73,73,265,0,0,3,4,8,2,1,1,12,0,7,96,0,20,1,2020,2,17,2,1,1,1,3,2,1,100.0
60053,1,1,48,1,1,4,11,3,20,9,0,1,0,1,0,1,999,67,200,0,0,2,3,1,8,2,11,15,0,7,0,0,14,1,2020,3,18,2,12,2,3,1,3,10,33.33333333
60054,1,1,43,1,1,0,11,3,20,0,0,1,0,2,0,1,55,66,210,0,0,3,5,1,1,1,1,80,0,60,0,10,9,1,2020,5,19,2,8,1,1,1,3,1,50.0
60056,1,1,31,1,1,4,11,20,20,1,0,1,0,1,0,1,60,70,210,0,4,3,3,1,1,1,1,11,1,6,96,0,14,1,2020,3,7,2,12,1,1,1,1,1,33.33333333
60057,1,1,34,1,1,4,11,99,99,9,0,1,0,1,0,1,65,75,185,0,0,3,4,1,2,2,1,13,0,60,96,0,21,1,2020,3,13,2,33,1,1,4,1,2,100.0
60058,1,1,40,2,1,0,11,3,20,0,0,1,0,1,0,1,65,65,161,0,0,3,3,8,2,1,1,80,0,13,0,0,15,1,2020,4,21,2,8,18,1,1,2,1,50.0
60059,1,1,64,1,1,0,11,3,20,0,0,1,0,3,0,1,60,65,135,0,0,3,6,1,1,1,1,80,0,13,0,0,1,1,2020,4,5,2,8,1,1,1,3,1,50.0
60062,1,1,40,1,1,4,11,20,99,0,0,1,0,2,0,1,999,67,180,0,0,2,2,8,8,1,6,12,1,13,96,0,14,1,2020,3,16,2,12,1,1,1,1,1,25.0
60064,1,1,56,1,1,0,11,99,20,9,0,1,0,2,0,1,50,75,180,7,0,1,2,1,8,1,14,83,0,13,96,0,20,1,2020,2,10,2,9,1,1,2,1,10,50.0
60068,1,1,20,1,1,4,11,20,9,0,0,1,0,1,0,1,998,65,120,2,0,0,0,0,0,0,11,15,0,1,0,38,14,1,2020,3,20,2,12,8,1,1,3,1,33.33333333
60070,1,1,33,1,1,4,11,3,9,1,0,1,0,1,0,1,999,71,165,0,0,3,3,1,8,1,1,9,1,5,96,28,4,1,2020,7,8,2,14,1,1,2,1,1,50.0
60073,1,1,62,1,1,0,11,3,20,0,0,1,0,1,0,1,999,64,149,0,0,5,3,1,8,1,1,11,1,7,96,0,23,1,2020,5,19,2,8,1,1,2,3,1,50.0
60078,1,1,54,1,1,0,11,3,20,0,0,1,0,1,0,1,40,70,185,0,0,2,4,1,2,2,1,80,0,13,0,0,9,2,2020,1,18,2,8,3,98,1,3,10,50.0
60079,1,1,42,1,1,4,11,3,20,9,0,2,0,1,0,1,999,72,210,0,0,1,2,8,2,1,6,13,0,1,96,33,16,2,2020,1,14,2,42,1,1,4,1,1,100.0
60081,1,1,19,1,1,4,11,3,9,9,0,1,0,1,0,1,65,68,200,0,0,3,5,8,1,1,1,13,1,3,96,28,23,1,2020,5,1,2,59,1,1,8,3,1,50.0
60083,1,1,23,1,1,4,11,20,20,0,0,1,0,1,0,1,93,70,195,0,0,3,3,6,1,1,6,11,1,13,96,34,9,2,2020,1,22,2,12,1,1,1,3,10,25.0
60084,1,1,61,1,1,4,11,3,8,9,0,1,0,2,0,1,999,71,193,0,0,8,8,1,5,1,98,98,1,13,96,0,18,2,2020,3,14,2,12,2,2,1,1,1,50.0
60086,1,1,47,1,1,4,11,20,20,9,0,1,0,2,0,1,998,67,185,0,0,0,0,0,0,0,11,15,0,98,96,38,9,1,2020,5,12,2,12,4,1,1,1,10,50.0
60087,1,1,29,1,1,0,11,3,20,0,0,1,0,1,0,1,40,71,270,0,0,2,3,8,8,1,1,80,0,7,0,0,7,1,2020,3,6,2,8,1,1,1,3,1,50.0
60088,1,1,28,1,1,0,11,3,20,0,0,2,0,1,0,1,65,71,150,0,0,3,2,1,2,1,1,80,1,13,96,0,1,2,2020,7,1,2,8,1,1,1,3,1,33.33333333
60090,1,1,53,1,1,0,11,3,20,0,0,1,0,1,0,1,61,76,230,0,0,3,2,1,2,1,1,80,0,7,0,0,7,2,2020,6,3,2,8,1,1,1,2,1,50.0
60092,1,1,999,9,1,0,11,99,99,9,0,99,1,9,99,1,999,999,999,99,4,1,2,1,2,1,1,80,0,999,96,0,4,3,2020,4,19,2,8,1,1,1,2,1,50.0
60093,1,1,32,2,1,4,11,3,9,1,0,1,0,2,0,1,999,65,137,0,0,1,2,1,1,2,1,8,0,13,96,0,17,1,2020,6,8,2,12,1,1,1,1,2,33.33333333
60094,1,1,69,1,1,4,11,3,20,9,0,3,0,1,0,1,999,65,130,0,0,1,2,8,8,1,1,13,0,7,0,0,15,2,2020,7,16,2,42,1,1,4,1,1,66.66666667
60095,1,1,62,1,1,4,11,20,99,1,0,1,0,1,0,1,998,67,160,0,4,1,2,2,2,1,1,13,0,95,96,0,4,1,2020,7,21,2,59,1,1,4,3,1,100.0
60096,1,1,32,1,1,4,11,20,9,9,0,1,0,1,0,1,998,69,234,0,4,1,2,8,8,1,1,13,0,13,96,0,5,1,2020,1,22,2,42,1,1,4,2,1,100.0
60097,1,1,43,1,1,0,11,99,20,0,0,1,0,2,0,1,50,69,267,0,0,1,2,8,2,1,1,80,0,7,96,0,2,1,2020,5,2,2,8,1,1,1,3,1,50.0
60098,1,1,28,1,1,0,11,3,20,0,0,1,0,4,0,1,45,67,200,0,4,1,2,5,2,1,1,83,0,13,96,0,2,1,2020,5,4,2,9,1,1,1,3,1,25.0
60099,1,1,36,1,1,0,11,99,20,8,0,1,1,1,0,1,55,68,190,0,3,1,2,1,2,1,1,83,1,13,96,39,5,1,2020,1,23,2,9,3,2,1,3,1,50.0
60102,1,1,25,1,1,0,11,3,20,0,0,1,0,2,0,1,35,70,145,0,4,5,5,1,2,1,1,80,1,13,96,0,19,1,2020,1,0,2,8,1,1,1,3,1,50.0
60104,1,1,64,1,1,0,11,3,20,0,0,1,0,2,0,1,55,67,150,0,0,5,5,8,8,1,1,80,0,7,96,0,6,1,2020,2,17,2,8,1,1,1,5,1,50.0
60105,1,1,76,1,1,4,11,3,8,0,0,1,0,2,0,1,998,70,190,0,0,1,2,1,8,1,11,15,0,5,0,0,6,1,2020,2,18,2,12,2,3,1,3,1,50.0
60106,1,1,65,2,1,0,11,3,20,0,0,99,1,1,0,1,30,62,105,0,0,2,6,8,8,2,1,80,0,13,96,6,16,1,2020,5,19,2,8,1,1,1,3,2,50.0
60107,1,1,23,2,1,2,11,3,20,0,0,1,0,2,0,1,40,66,135,0,0,2,3,8,8,1,1,80,0,5,9,38,7,1,2020,3,6,2,8,3,3,1,3,1,50.0
60108,1,1,29,1,1,0,11,3,20,0,0,1,0,1,0,1,35,70,200,1,0,2,2,1,8,1,1,80,0,13,96,0,8,1,2020,4,17,2,8,1,1,1,2,1,50.0
60109,1,1,67,2,1,0,11,99,20,8,0,99,1,1,0,1,998,68,170,0,4,1,4,8,8,1,1,80,1,2,96,0,8,1,2020,4,2,2,8,1,1,1,2,1,50.0
60110,1,1,67,1,1,4,11,20,20,9,0,2,0,2,0,1,998,72,200,0,4,5,5,8,8,1,1,13,0,13,96,0,18,1,2020,7,0,2,33,1,1,4,3,1,50.0
60112,1,1,29,1,1,4,11,20,9,9,0,1,0,2,0,1,998,69,170,0,9,2,5,8,2,1,17,54,1,7,96,51,18,1,2020,7,18,2,12,2,2,1,3,1,10.0
60113,1,1,51,1,1,0,11,98,20,8,0,99,1,3,0,1,999,70,180,0,0,1,4,8,2,1,1,80,1,2,96,0,9,1,2020,5,18,2,8,1,1,1,3,1,50.0
60114,1,1,81,1,1,0,11,3,20,0,0,1,0,1,0,1,45,69,150,0,0,1,2,8,2,1,11,15,0,13,0,0,19,1,2020,1,9,2,12,2,3,1,1,1,50.0
60115,1,1,66,1,1,2,11,3,9,0,0,2,0,1,0,1,998,72,210,0,0,1,4,8,2,1,11,54,0,13,96,38,19,1,2020,1,13,2,12,8,1,1,1,1,33.33333333
60116,1,1,23,1,1,1,11,3,9,8,0,2,0,1,0,1,100,80,180,2,3,1,2,8,8,1,1,17,1,7,96,0,9,1,2020,5,23,2,12,2,3,1,3,1,33.33333333
60117,1,1,21,2,1,4,11,20,9,9,0,1,0,2,0,1,998,64,150,0,0,1,2,1,2,1,1,9,0,3,96,0,12,1,2020,1,18,2,12,1,1,1,2,1,50.0
60118,1,1,28,1,1,0,11,99,20,9,0,1,1,2,0,1,998,69,180,0,9,1,5,5,1,1,1,80,0,7,96,0,19,1,2020,1,1,2,8,1,1,1,3,1,50.0
60119,1,1,63,1,1,0,11,3,20,0,0,4,0,1,0,1,98,72,215,0,0,1,3,8,8,1,11,54,0,7,0,39,19,1,2020,1,15,2,12,2,2,1,1,1,20.0
60120,1,1,45,1,1,0,11,3,8,8,0,3,0,1,0,1,65,75,258,1,4,5,5,1,2,1,1,54,1,13,96,6,19,1,2020,1,16,2,19,3,3,4,5,1,16.66666667
60121,1,1,999,9,1,9,11,99,20,9,0,99,1,9,99,1,999,999,99,99,9,1,4,8,8,1,1,83,0,999,99,999,19,1,2020,1,19,2,9,1,1,1,3,1,50.0
60122,1,1,52,1,1,0,11,3,20,0,0,1,0,1,0,1,38,70,185,0,0,1,2,8,8,1,1,80,0,1,96,0,20,1,2020,2,5,2,8,3,3,1,3,10,50.0
60123,1,1,26,2,1,0,11,3,20,0,0,1,0,1,0,1,28,64,140,0,0,1,5,8,2,1,1,80,0,13,6,0,13,1,2020,2,19,2,8,3,3,1,1,1,50.0
60124,1,1,32,1,1,3,11,20,9,0,0,1,0,2,0,1,998,71,250,0,3,1,2,1,2,1,1,17,1,7,96,39,8,2,2020,7,22,2,12,2,2,1,3,1,75.0
60125,1,1,999,9,1,0,11,99,99,9,0,99,1,9,99,1,999,999,999,99,0,3,5,1,2,1,1,80,0,999,0,0,7,2,2020,6,19,2,8,1,1,1,2,5,50.0
60127,1,1,28,1,1,4,11,20,20,9,0,1,0,2,0,1,70,70,170,2,4,2,3,8,2,1,1,51,0,80,0,0,11,2,2020,3,19,2,1,1,1,1,3,1,50.0
60128,1,1,63,1,1,0,11,3,20,0,0,2,0,1,0,1,60,72,250,0,4,5,5,1,2,2,1,80,1,13,96,0,25,1,2020,7,22,2,8,1,1,1,3,1,33.33333333
60130,1,1,39,2,1,2,11,3,20,0,0,1,0,3,0,1,60,63,125,0,0,3,4,8,1,1,1,80,0,7,0,0,22,2,2020,7,18,2,8,1,1,1,1,1,50.0
60132,1,1,17,1,1,0,11,3,20,0,0,6,0,2,0,1,999,67,150,0,0,1,2,8,2,1,2,98,0,3,0,21,13,3,2020,6,15,2,5,1,1,1,1,1,16.66666667
60134,1,1,36,1,1,3,11,3,8,0,0,1,0,1,0,1,100,67,200,0,3,3,4,8,1,1,15,11,1,13,96,91,26,1,2020,1,9,2,12,1,1,1,1,1,25.0
60136,1,1,49,1,1,4,11,3,9,0,0,1,0,1,0,1,999,73,240,0,0,1,2,8,2,1,1,12,0,60,96,28,6,3,2020,6,6,2,42,1,1,4,4,10,100.0
60137,1,1,18,1,1,4,11,99,9,9,0,1,0,2,0,1,38,70,130,1,0,1,2,8,2,2,1,17,0,15,96,39,5,1,2020,1,7,2,12,2,2,1,4,5,50.0
60139,1,1,58,1,1,0,11,3,20,0,0,1,0,2,0,1,40,67,160,0,0,1,4,8,2,1,1,80,0,60,0,0,5,1,2020,1,20,2,8,3,3,1,1,1,50.0
60142,1,1,66,1,1,2,11,3,9,0,0,2,0,3,0,1,40,72,220,0,0,2,4,8,2,1,1,60,0,13,96,0,16,1,2020,5,11,2,12,2,3,1,1,1,33.33333333
60143,1,1,29,1,1,0,11,99,20,9,0,2,1,2,0,1,998,65,150,1,4,2,4,8,2,1,1,13,0,13,96,6,20,1,2020,2,10,2,8,1,1,4,1,1,33.33333333
60144,1,1,49,2,1,0,11,3,20,8,0,1,0,2,0,1,38,60,155,0,0,1,4,1,8,1,1,80,0,13,96,38,20,1,2020,2,18,2,8,3,3,1,3,10,50.0
60145,1,1,27,1,1,4,11,20,20,9,0,1,0,2,0,1,998,69,175,0,4,2,2,6,2,2,14,13,0,82,96,37,21,1,2020,3,2,2,33,1,1,4,3,2,100.0
60146,1,1,23,2,1,0,11,3,20,0,0,1,0,1,0,1,998,62,140,0,0,1,7,8,8,1,1,11,0,3,96,35,22,1,2020,4,16,2,12,2,2,1,1,10,50.0
60147,1,1,30,1,1,3,11,20,9,9,0,3,0,3,0,1,999,67,190,1,4,6,2,8,8,1,14,14,0,7,0,0,23,1,2020,5,4,2,39,3,3,4,3,10,33.33333333
60148,1,1,41,1,1,3,11,99,9,9,0,1,0,2,0,1,998,70,275,0,0,2,4,1,2,1,1,17,0,7,96,39,25,1,2020,7,23,2,12,2,2,1,3,1,33.33333333
60149,1,1,32,1,1,0,11,3,20,0,0,1,0,1,0,1,998,75,160,0,0,1,2,6,8,1,11,80,0,7,96,38,27,1,2020,2,7,2,8,3,2,1,4,1,50.0
60150,1,1,29,1,1,4,11,20,98,9,0,2,0,2,0,1,998,71,200,0,0,1,4,8,8,1,1,6,1,5,96,36,29,1,2020,4,14,2,12,3,2,1,1,1,33.33333333
60151,1,1,79,2,1,0,11,3,20,0,0,1,0,1,0,1,5,64,120,0,0,0,0,0,0,0,11,15,0,2,0,38,30,1,2020,5,13,2,12,8,1,1,1,1,50.0
60152,1,1,35,1,1,4,11,20,20,8,0,1,0,1,0,1,70,71,230,0,3,5,5,1,2,1,14,6,1,81,0,0,31,1,2020,6,1,2,33,3,3,4,3,1,100.0
60154,1,1,35,1,1,0,11,3,20,0,0,4,0,2,0,1,48,65,168,1,0,1,2,1,2,1,1,80,0,13,0,0,12,2,2020,4,18,2,8,1,1,1,2,1,20.0
60159,1,1,19,2,1,4,11,3,9,9,0,1,0,1,0,1,999,63,98,0,0,6,2,8,2,1,14,13,0,13,96,0,1,3,2020,1,5,2,42,5,1,4,2,1,100.0
60161,1,1,33,1,1,4,11,20,20,9,0,1,0,1,0,1,999,74,230,0,0,1,2,1,2,1,98,12,0,7,0,0,29,2,2020,7,11,2,1,1,1,4,1,1,100.0
60163,1,1,56,1,1,0,11,3,20,0,0,1,0,1,0,1,20,72,195,0,0,1,2,1,2,2,1,80,0,60,0,0,22,1,2020,4,15,2,8,1,1,1,1,1,50.0
60165,1,1,68,1,1,4,11,20,9,0,0,1,0,1,0,1,998,68,160,0,0,2,2,8,2,1,11,15,0,60,96,38,23,3,2020,2,6,2,12,2,3,1,1,1,33.33333333
60171,1,1,48,2,1,0,11,3,20,0,0,1,0,1,0,1,50,61,135,0,0,5,5,1,2,1,1,80,0,60,0,0,28,2,2020,6,19,2,8,1,1,1,2,1,50.0
60172,1,1,25,2,1,2,11,3,20,0,0,1,0,1,0,1,53,63,120,1,0,6,1,5,1,1,1,80,0,13,96,0,16,1,2020,5,4,2,8,20,1,1,2,1,50.0
60175,1,1,46,1,1,4,11,99,99,0,0,1,0,2,0,1,65,67,155,0,0,3,4,8,1,1,1,13,1,7,96,0,20,1,2020,2,5,2,33,1,1,4,2,1,100.0
60177,1,1,26,2,1,2,11,3,20,0,0,1,0,1,0,1,73,62,125,0,0,2,2,1,2,1,1,80,0,13,0,0,15,1,2020,4,23,2,8,1,1,1,3,1,50.0
60178,1,1,27,1,1,4,11,20,9,1,0,1,0,2,0,1,999,71,185,1,0,6,1,8,8,1,14,12,0,13,96,0,21,2,2020,6,18,2,42,5,1,4,2,1,100.0
60180,1,1,67,1,1,0,11,3,20,0,0,1,0,1,0,1,53,71,190,0,0,2,2,8,8,1,1,80,0,9,96,0,2,1,2020,5,21,2,8,1,1,1,2,1,50.0
60181,1,1,28,1,1,3,11,20,20,0,0,2,0,2,0,1,999,74,200,0,4,3,5,1,1,2,1,6,1,3,96,0,26,1,2020,1,5,2,42,1,1,4,2,2,50.0
60184,1,1,18,1,1,4,11,99,99,9,0,3,0,2,0,1,998,71,250,0,4,5,5,8,2,1,1,13,0,13,96,0,11,2,2020,3,14,2,33,1,1,4,1,1,66.66666667
60185,1,1,40,1,1,2,11,3,20,0,0,1,0,1,0,1,60,71,310,1,0,1,2,8,2,1,1,80,0,13,0,0,13,2,2020,5,1,2,8,1,1,1,2,1,50.0
60192,1,1,57,1,1,0,11,3,20,0,0,1,0,1,0,1,63,70,180,0,0,3,3,8,2,1,1,80,0,13,0,999,29,2,2020,7,4,2,8,1,1,1,2,1,50.0
