ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,INJ_SEV,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,Fatality Rate (%)
480031,1,1,19,1,1,0,11,3,20,8,0,2,0,2,0,1,998,999,999,0,0,5,5,1,8,1,1,80,0,13,96,0,2,1,2020,5,18,2,8,1,1,1,3,10,11.11111111
480033,1,1,20,2,1,4,11,3,9,8,0,4,0,2,0,1,998,999,999,0,4,3,4,1,8,1,6,6,0,7,96,27,1,1,2020,4,22,2,59,1,1,4,3,1,25.0
480034,1,1,70,2,1,4,11,20,1,8,0,1,0,1,0,1,998,999,999,0,0,5,5,3,8,1,15,51,0,13,96,27,4,1,2020,7,11,2,12,1,1,1,1,1,14.28571429
480035,1,1,22,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,2,2,1,1,2,1,80,0,13,96,0,2,1,2020,5,19,2,8,1,1,1,2,1,50.0
480036,1,1,73,2,1,4,11,3,8,8,0,1,0,0,0,1,998,999,999,0,0,3,3,1,8,1,1,13,0,13,96,0,4,1,2020,7,20,2,25,19,1,10,6,1,100.0
480040,1,1,52,1,1,4,11,20,9,8,0,2,0,2,0,1,998,999,999,0,4,1,2,1,8,1,1,13,0,3,96,0,2,1,2020,5,23,2,1,1,1,4,3,1,100.0
480045,1,1,67,1,1,4,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,2,2,1,8,1,1,8,0,60,96,0,6,1,2020,2,12,2,42,1,1,4,1,1,100.0
480046,1,1,61,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,2,2,1,8,1,1,80,0,7,96,0,5,1,2020,1,19,2,8,3,3,1,3,1,50.0
480048,1,1,31,1,1,4,11,20,1,0,0,1,0,2,0,1,7,999,999,0,0,1,4,1,8,1,14,12,1,7,96,999,5,1,2020,1,6,2,30,1,1,4,2,1,100.0
480049,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,2,3,1,8,1,1,80,0,999,96,0,6,1,2020,2,4,2,8,1,1,1,3,1,50.0
480050,1,1,32,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,5,7,1,8,1,1,80,1,7,96,0,5,1,2020,1,20,2,8,1,1,1,3,1,50.0
480052,1,1,25,2,1,2,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,3,4,1,8,1,11,15,1,7,0,38,1,1,2020,4,3,2,12,2,2,1,3,10,33.33333333
480053,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,3,1,2,1,8,1,1,51,0,999,96,26,3,1,2020,6,19,2,12,1,1,1,3,1,50.0
480054,1,1,48,2,1,0,11,3,20,8,0,5,0,2,0,1,40,999,999,0,0,1,6,1,8,1,1,80,0,7,96,0,6,1,2020,2,18,2,8,3,3,1,2,1,16.66666667
480055,1,1,40,1,1,0,11,99,20,8,0,1,0,1,0,1,998,999,999,0,0,2,3,1,8,1,1,80,0,7,96,0,8,1,2020,4,18,2,8,1,1,1,3,1,50.0
480056,1,1,74,1,1,4,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,5,5,1,8,1,11,15,0,13,96,38,7,1,2020,3,19,2,12,2,3,1,3,1,25.0
480057,1,1,19,1,1,4,11,20,20,1,0,1,0,1,0,1,998,999,999,1,4,2,2,1,8,1,1,13,1,60,96,58,4,1,2020,7,1,2,43,98,1,3,3,1,100.0
480058,1,1,999,9,1,9,11,99,99,8,0,99,1,9,0,1,998,999,999,99,5,1,2,2,8,1,1,56,0,7,96,0,6,1,2020,2,10,2,12,8,1,1,1,1,33.33333333
480060,1,1,84,1,1,4,11,3,1,8,0,1,0,1,0,1,998,69,166,0,0,2,2,1,8,1,1,13,0,3,96,0,6,1,2020,2,15,2,43,1,1,4,1,1,100.0
480061,1,1,32,1,1,4,11,20,9,8,0,1,0,1,0,1,998,62,199,0,4,1,5,1,8,2,1,52,1,7,96,0,1,1,2020,4,1,2,12,3,2,1,2,2,25.0
480062,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,5,5,1,8,1,1,80,0,999,96,0,7,1,2020,3,7,2,8,1,1,1,3,1,50.0
480063,1,1,38,1,1,0,11,3,1,8,0,99,1,1,0,1,998,999,999,2,0,2,2,1,8,1,1,81,1,60,93,91,8,1,2020,4,21,2,8,1,1,4,2,1,50.0
480064,1,1,25,1,1,0,11,3,20,8,0,1,0,1,0,1,998,73,200,0,0,2,4,2,8,1,1,80,0,13,96,60,6,1,2020,2,20,2,8,3,3,1,3,1,50.0
480065,1,1,27,1,1,0,11,3,20,8,0,1,0,1,0,1,998,70,180,0,0,4,3,1,8,1,1,17,1,60,96,91,9,1,2020,5,22,2,12,2,2,1,3,1,50.0
480066,1,1,33,1,1,0,11,3,1,8,0,1,0,1,0,1,998,999,999,0,0,2,4,2,8,1,1,80,0,2,96,0,6,1,2020,2,6,2,8,1,1,1,2,1,50.0
480067,1,1,37,1,1,0,11,99,20,8,0,1,1,0,0,1,998,999,999,0,0,2,2,1,8,2,1,80,0,13,96,0,11,1,2020,7,1,2,8,1,1,1,2,2,50.0
480068,1,1,83,1,1,3,11,3,1,8,0,1,0,1,0,1,998,999,999,0,4,2,3,1,2,1,10,8,0,7,0,0,11,1,2020,7,11,2,12,3,2,1,1,1,14.28571429
480069,1,1,22,1,1,4,11,3,1,8,0,1,0,2,0,1,998,999,999,0,0,5,5,1,8,1,14,13,0,5,96,0,6,1,2020,2,0,2,46,1,1,4,2,1,100.0
480071,1,1,48,1,1,4,11,3,8,8,0,1,0,1,0,1,998,70,271,0,3,1,2,2,8,1,1,12,0,13,96,0,2,1,2020,5,14,2,42,1,1,4,1,10,100.0
480072,1,1,25,1,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,4,2,1,8,1,1,82,0,13,96,0,9,1,2020,5,3,2,8,1,1,1,3,1,50.0
480073,1,1,39,1,1,4,11,2,20,8,0,1,0,1,0,1,998,70,360,0,0,3,4,1,8,4,14,8,0,1,0,0,12,1,2020,1,6,2,23,1,1,4,2,5,100.0
480076,1,1,23,1,1,4,11,99,1,0,0,1,0,2,0,1,998,999,999,0,4,4,2,1,8,1,1,10,0,3,96,28,10,1,2020,6,16,2,12,1,1,1,1,1,50.0
480078,1,1,22,1,1,0,11,3,20,8,0,1,0,3,1,1,998,999,999,0,0,2,4,1,8,1,11,80,0,67,96,0,6,1,2020,2,21,2,8,3,2,1,3,1,50.0
480079,1,1,20,1,1,0,11,3,20,1,0,1,1,2,0,1,998,999,999,0,0,1,2,1,8,1,1,80,0,7,96,51,13,1,2020,2,6,2,8,1,1,1,2,5,50.0
480080,1,1,26,2,1,4,11,3,8,1,0,2,0,2,0,1,998,68,130,0,0,3,2,2,8,2,1,6,0,7,96,87,11,1,2020,7,10,2,52,1,1,4,1,2,100.0
480082,1,1,32,2,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,1,4,1,8,1,1,80,0,13,96,0,2,1,2020,5,20,2,8,3,2,1,3,1,50.0
480084,1,1,35,1,1,0,11,3,20,8,0,2,0,1,0,1,998,999,999,2,0,2,2,1,8,2,1,80,0,13,96,0,2,1,2020,5,18,2,8,1,1,1,2,1,33.33333333
480087,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,3,2,1,8,1,1,80,0,999,96,0,3,1,2020,6,10,2,8,1,1,1,1,1,50.0
480089,1,1,27,1,1,4,11,20,8,0,0,1,0,1,0,1,998,999,999,0,0,5,7,1,1,2,15,10,0,13,96,27,14,1,2020,3,13,2,12,1,1,1,1,10,33.33333333
480091,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,1,2,1,8,2,1,80,0,999,96,0,1,1,2020,4,18,2,8,1,1,1,2,2,50.0
480092,1,1,51,1,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,2,2,1,8,1,1,80,0,60,0,0,14,1,2020,3,18,2,8,2,3,1,3,1,50.0
480093,1,1,21,1,1,0,11,3,20,8,0,1,1,0,0,1,998,999,999,0,0,3,5,1,8,2,1,80,0,3,96,0,11,1,2020,7,1,2,8,1,1,1,3,2,50.0
480095,1,1,45,1,1,4,11,20,20,8,0,1,0,2,0,1,998,999,999,0,0,3,3,2,8,1,1,90,0,94,96,0,4,1,2020,7,18,2,18,1,1,1,2,1,100.0
480096,1,1,20,1,1,4,11,20,20,8,0,1,0,1,0,1,998,999,999,2,4,2,2,1,8,2,3,9,0,3,96,73,15,1,2020,4,8,2,12,1,1,1,1,10,50.0
480098,1,1,32,2,1,4,11,3,8,8,0,1,0,3,0,1,998,62,188,0,5,1,2,1,2,1,1,10,1,13,96,58,15,1,2020,4,22,2,40,1,1,4,2,1,100.0
480100,1,1,19,1,1,4,11,3,8,8,0,1,0,2,0,1,998,999,999,0,4,1,2,1,8,1,1,13,1,3,93,6,12,1,2020,1,4,2,38,1,1,5,3,1,100.0
480101,1,1,73,1,1,2,11,3,9,8,0,1,0,1,0,1,998,999,999,0,0,5,5,2,8,2,1,62,0,2,96,0,15,1,2020,4,7,2,12,1,1,1,1,10,50.0
480103,1,1,46,1,1,0,11,3,20,0,0,1,0,1,0,1,998,999,999,0,0,5,5,1,8,1,1,80,0,60,96,0,15,1,2020,4,21,2,8,1,1,1,2,1,50.0
480104,1,1,51,1,1,4,11,20,20,8,0,1,0,0,0,1,998,999,999,0,0,1,2,1,8,1,1,12,0,7,96,0,7,1,2020,3,21,2,42,1,1,4,3,1,100.0
480107,1,1,48,2,1,4,11,20,1,8,0,1,0,1,0,1,998,999,999,1,0,1,2,1,8,1,15,13,1,7,96,27,15,1,2020,4,15,2,32,1,1,4,1,10,100.0
480112,1,1,80,1,1,4,11,20,8,8,0,1,0,2,0,1,998,999,999,0,0,1,2,1,8,1,1,13,0,13,96,29,11,1,2020,7,20,2,12,1,1,1,2,1,33.33333333
480113,1,1,36,1,1,2,11,3,8,8,0,2,0,1,0,1,998,999,999,0,5,2,5,1,8,1,99,13,0,13,96,39,8,1,2020,4,21,2,30,3,2,4,3,1,50.0
480114,1,1,59,2,1,2,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,2,4,1,8,1,11,15,0,13,96,38,6,1,2020,2,18,2,12,2,2,1,3,1,50.0
480117,1,1,49,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,5,7,1,8,1,11,15,0,7,96,38,14,1,2020,3,7,2,12,4,1,1,1,1,50.0
480118,1,1,999,9,1,9,11,99,98,8,0,99,1,9,99,1,998,999,999,99,0,4,3,1,8,1,1,80,0,999,96,0,12,1,2020,1,2,2,8,1,1,1,3,1,33.33333333
480119,1,1,17,2,1,2,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,1,4,1,8,1,11,15,0,7,96,38,12,1,2020,1,18,2,12,2,3,1,5,1,50.0
480120,1,1,62,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,3,5,1,8,2,1,80,0,7,96,0,9,1,2020,5,13,2,8,1,1,1,1,10,25.0
480121,1,1,22,2,1,0,11,3,20,8,0,2,0,2,0,1,998,999,999,1,0,5,5,1,8,1,1,80,0,13,96,0,8,1,2020,4,18,2,8,1,1,1,3,1,20.0
480124,1,1,20,1,1,4,11,20,8,8,0,2,0,2,0,1,998,66,126,1,5,2,2,2,8,1,14,6,1,3,96,0,12,1,2020,1,2,2,59,1,1,4,2,1,50.0
480128,1,1,18,1,1,4,11,20,20,8,0,1,0,2,0,1,998,999,999,0,2,1,4,1,8,2,11,15,0,13,92,48,15,1,2020,4,23,2,12,8,1,1,2,10,33.33333333
480132,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,1,2,1,8,1,1,80,0,999,96,0,11,1,2020,7,18,2,8,1,1,1,3,1,50.0
480133,1,1,34,1,1,0,11,3,9,8,0,1,0,2,0,1,998,999,999,0,0,2,3,1,8,2,1,80,1,7,96,0,9,1,2020,5,21,2,8,1,1,1,3,1,50.0
480134,1,1,25,1,1,4,11,20,2,8,0,2,0,0,0,1,998,72,224,0,4,1,2,1,8,2,14,6,1,7,96,79,10,1,2020,6,17,2,42,1,1,4,3,2,50.0
480136,1,1,29,2,1,4,11,3,8,8,0,2,0,0,0,1,998,999,999,0,0,1,2,1,8,1,12,21,0,5,96,48,11,1,2020,7,18,2,12,1,1,1,2,10,33.33333333
480137,1,1,25,1,1,4,11,20,20,0,0,1,0,0,0,1,998,999,999,1,3,1,2,2,2,1,1,72,0,81,96,0,7,1,2020,3,5,2,12,4,1,1,3,10,50.0
480139,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,2,2,1,8,1,1,80,0,999,96,0,15,1,2020,4,18,2,8,1,1,1,2,10,50.0
480140,1,1,24,1,1,4,11,20,20,8,0,1,0,0,0,1,998,999,999,0,5,2,2,1,1,1,1,62,1,80,96,0,1,1,2020,4,3,2,12,2,2,1,6,1,50.0
480141,1,1,28,1,1,4,11,20,8,8,0,1,0,0,0,1,998,70,175,99,0,1,2,1,1,1,1,14,1,3,96,39,12,1,2020,1,0,2,33,3,3,4,3,1,100.0
480142,1,1,36,2,1,4,11,3,20,8,0,1,0,4,0,1,998,67,180,0,0,2,2,1,8,1,1,14,0,13,96,0,14,1,2020,3,22,2,98,3,3,4,2,5,100.0
480144,1,1,30,1,1,4,11,20,9,8,0,1,0,2,0,1,998,999,999,0,4,4,3,1,8,1,1,13,0,13,93,6,13,1,2020,2,0,2,42,1,1,4,3,10,100.0
480145,1,1,31,1,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,1,0,1,4,1,8,1,1,80,0,60,96,0,11,1,2020,7,20,2,8,3,2,1,3,1,20.0
480147,1,1,76,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,5,5,1,8,1,1,80,0,7,96,0,11,1,2020,7,19,2,8,3,2,1,3,1,50.0
480148,1,1,42,1,1,4,11,20,8,8,0,1,0,0,0,1,998,999,999,0,0,3,3,1,8,1,15,13,0,5,96,30,11,1,2020,7,11,2,25,1,1,4,1,1,50.0
480151,1,1,17,2,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,4,2,1,8,1,1,80,0,7,96,38,3,3,2020,3,19,2,8,1,1,1,2,10,50.0
480153,1,1,23,1,1,1,11,3,20,8,0,2,0,1,0,1,998,999,999,0,5,2,3,1,8,1,1,80,0,13,96,0,2,3,2020,2,22,2,8,1,1,1,3,1,33.33333333
480154,1,1,999,9,1,9,11,99,99,8,0,99,1,9,0,1,998,999,999,99,0,1,2,2,8,1,1,80,0,7,96,0,3,3,2020,3,22,2,8,3,3,1,2,10,50.0
480155,1,1,69,1,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,5,2,5,1,1,1,1,80,1,60,96,0,27,2,2020,5,22,2,8,3,2,1,3,1,50.0
480156,1,1,63,1,1,0,11,3,20,8,0,2,0,1,0,1,998,999,999,1,0,1,2,1,8,1,1,80,0,60,96,0,25,2,2020,3,19,2,8,1,1,1,2,1,25.0
480157,1,1,17,1,1,3,11,20,9,8,0,3,0,2,0,1,998,999,999,0,3,2,2,1,8,1,1,17,0,13,96,37,3,3,2020,3,1,2,12,2,2,1,3,1,20.0
480158,1,1,30,1,1,0,11,99,20,8,0,1,1,1,6,1,998,999,999,4,0,3,2,2,8,1,1,51,0,66,93,6,2,3,2020,2,18,2,12,1,1,1,1,1,12.5
480160,1,1,65,1,1,2,11,3,1,8,0,3,0,3,0,1,998,999,999,0,5,3,3,1,8,1,1,50,0,60,96,0,24,2,2020,2,20,2,12,18,1,1,3,10,33.33333333
480161,1,1,61,1,1,4,11,3,20,8,0,1,0,1,0,1,998,69,210,0,0,3,3,1,8,1,1,12,0,7,96,0,22,2,2020,7,7,2,33,19,1,3,1,1,100.0
480162,1,1,46,1,1,0,11,3,20,8,0,1,0,3,1,1,998,999,999,1,4,1,2,1,8,1,1,52,0,11,96,28,28,2,2020,6,7,2,12,8,1,1,1,1,33.33333333
480163,1,1,50,1,1,4,11,99,20,8,0,1,0,1,0,1,0,999,999,0,0,1,2,1,8,1,5,53,0,60,96,0,29,2,2020,7,17,2,12,3,3,1,1,1,50.0
480164,1,1,19,1,1,4,11,3,8,8,0,4,0,1,0,1,998,67,121,0,3,1,2,1,8,1,1,14,1,13,96,73,6,3,2020,6,2,2,59,3,3,4,3,1,75.0
480165,1,1,35,1,1,4,11,99,8,8,0,1,0,1,0,1,998,69,173,0,5,3,2,1,8,1,1,54,1,5,96,51,4,3,2020,4,4,2,12,18,1,1,3,10,33.33333333
480167,1,1,48,2,1,4,11,20,9,8,0,1,0,1,0,1,998,999,999,0,0,1,2,2,8,1,1,8,0,7,0,0,25,2,2020,3,16,2,46,1,1,4,1,1,100.0
480168,1,1,60,1,1,3,11,20,20,8,0,1,0,2,0,1,998,999,999,0,0,1,2,1,8,1,1,52,0,94,96,26,8,3,2020,1,21,2,12,3,3,1,3,10,50.0
480170,1,1,60,2,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,2,3,1,8,1,1,80,0,7,96,0,6,3,2020,6,20,2,8,1,1,1,2,1,50.0
480171,1,1,27,2,1,2,11,3,1,8,0,1,0,1,0,1,998,999,999,2,0,6,2,1,8,1,1,80,0,13,96,0,23,2,2020,1,4,2,8,5,1,1,2,1,50.0
480172,1,1,24,1,1,2,11,3,9,8,0,2,0,1,0,1,998,999,999,1,0,2,2,1,8,1,1,53,0,60,96,0,27,2,2020,5,0,2,12,1,1,1,3,1,33.33333333
480174,1,1,999,9,1,1,11,99,20,8,0,2,1,5,1,1,998,999,999,99,0,4,2,1,8,1,1,13,0,60,96,36,1,3,2020,1,21,2,42,1,1,4,3,1,50.0
480177,1,1,38,1,1,0,11,3,20,8,0,1,0,1,0,1,998,70,260,1,0,5,7,1,8,2,1,80,0,13,96,0,10,2,2020,2,20,2,8,1,1,1,2,2,33.33333333
480178,1,1,63,2,1,2,11,3,20,8,0,2,0,1,0,1,998,999,999,0,0,1,2,8,8,1,1,17,0,7,96,38,24,2,2020,2,15,2,12,2,2,1,1,10,20.0
480179,1,1,49,1,1,3,11,3,1,0,0,2,0,2,0,1,998,999,999,0,0,5,7,1,8,1,1,10,0,95,96,28,28,2,2020,6,14,2,12,1,1,1,1,1,25.0
480180,1,1,21,1,1,4,11,20,20,8,0,1,0,1,0,1,998,999,999,0,3,2,4,1,8,1,1,62,0,98,96,0,9,3,2020,2,17,2,1,2,3,1,1,10,33.33333333
480181,1,1,26,1,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,3,3,2,8,1,14,80,0,3,96,0,8,3,2020,1,21,2,8,18,1,1,3,1,33.33333333
480183,1,1,54,1,1,4,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,3,3,1,8,1,1,8,0,60,0,0,6,3,2020,6,12,2,52,19,1,8,1,1,100.0
480184,1,1,41,1,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,2,3,1,8,1,17,80,0,60,93,85,2,3,2020,2,19,2,8,1,1,1,3,1,50.0
480185,1,1,83,1,1,4,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,2,2,1,1,6,1,62,0,13,0,39,17,1,2020,6,11,2,12,2,2,1,1,1,33.33333333
480186,1,1,18,2,1,4,11,3,20,8,0,1,0,2,0,1,998,999,999,0,4,5,5,3,8,4,1,6,0,7,96,87,16,1,2020,5,8,2,12,1,1,1,1,2,50.0
480187,1,1,35,1,1,4,11,20,20,8,0,1,0,2,0,1,998,71,314,0,0,5,5,1,8,2,1,50,0,60,96,0,16,1,2020,5,8,2,12,8,1,1,1,5,50.0
480188,1,1,19,1,1,4,11,3,20,8,0,1,0,2,0,1,998,999,999,0,5,4,3,1,8,1,15,11,0,7,96,27,16,1,2020,5,13,2,12,1,1,1,1,1,33.33333333
480191,1,1,17,1,1,4,11,20,9,1,0,4,0,2,0,1,998,999,999,0,3,1,4,8,8,98,14,17,0,13,96,39,16,1,2020,5,23,2,12,2,2,1,3,1,40.0
480193,1,1,22,1,1,0,11,3,20,8,0,1,0,0,0,1,998,999,999,0,0,5,5,1,8,1,17,80,0,60,0,0,18,1,2020,7,22,2,8,1,1,1,2,1,50.0
480195,1,1,61,1,1,1,11,99,99,1,0,1,0,1,0,1,998,999,999,0,0,4,3,1,8,1,1,17,0,7,96,91,20,1,2020,2,10,2,12,2,2,1,1,1,66.66666667
480196,1,1,18,1,1,4,11,99,99,0,0,1,0,2,0,1,80,68,148,0,3,1,2,1,8,1,1,10,0,13,96,51,21,1,2020,3,8,2,12,1,1,1,1,1,33.33333333
480197,1,1,83,2,1,4,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,0,0,0,0,0,11,15,0,13,96,38,21,1,2020,3,12,2,12,8,1,1,1,10,50.0
480198,1,1,40,1,1,4,11,20,8,8,0,1,0,1,0,1,998,72,245,1,0,1,2,1,8,1,14,13,1,7,96,0,20,1,2020,2,4,2,33,1,1,4,2,1,100.0
480199,1,1,38,1,1,4,11,20,1,8,0,1,0,3,0,1,998,999,999,1,5,2,2,1,8,1,1,12,1,60,96,0,19,1,2020,1,4,2,30,1,1,3,3,1,100.0
480200,1,1,56,1,1,4,11,3,8,8,0,2,0,2,0,1,998,65,260,0,0,0,0,0,0,0,11,15,0,8,96,38,16,1,2020,5,7,2,12,8,1,1,3,2,25.0
480201,1,1,59,1,1,4,11,20,20,1,0,1,0,1,0,1,998,999,999,0,4,3,2,1,8,1,1,50,1,81,93,6,20,1,2020,2,20,2,12,1,1,1,2,1,33.33333333
480203,1,1,85,2,1,1,11,3,20,8,0,3,0,1,0,1,998,999,999,0,0,2,4,1,8,1,11,15,0,13,96,38,19,1,2020,1,19,2,12,2,3,1,3,10,20.0
480204,1,1,22,1,1,4,11,20,1,8,0,2,0,2,0,1,998,999,999,1,3,3,3,1,8,2,1,12,1,60,96,0,17,1,2020,6,2,2,25,1,1,3,2,2,100.0
480205,1,1,59,1,1,4,11,3,8,8,0,1,0,1,0,1,998,999,999,0,4,2,2,1,8,2,15,9,0,13,92,27,17,1,2020,6,6,2,21,19,1,3,3,2,100.0
480207,1,1,22,1,1,4,11,3,2,8,0,1,0,2,0,1,998,999,999,1,4,3,3,1,8,2,14,9,0,13,96,0,22,1,2020,4,6,2,31,1,1,10,3,2,100.0
480208,1,1,60,1,1,4,11,20,20,8,0,1,0,1,0,1,998,999,999,99,4,3,3,2,2,1,1,52,0,114,96,0,20,1,2020,2,6,2,12,1,1,1,1,1,50.0
480209,1,1,63,1,1,0,11,3,20,8,0,2,0,2,0,1,998,999,999,0,0,4,3,1,8,2,15,11,0,13,96,27,22,1,2020,4,13,2,12,18,1,1,1,2,33.33333333
480210,1,1,45,1,1,4,11,20,1,8,0,1,0,1,0,1,998,999,999,0,4,1,4,2,8,1,1,51,0,3,93,6,17,1,2020,6,16,2,12,1,1,1,5,1,50.0
480211,1,1,40,1,1,0,11,99,20,8,0,1,1,2,0,1,998,999,999,0,0,5,5,1,8,1,1,80,0,7,96,0,17,1,2020,6,18,2,8,3,3,1,2,1,50.0
480212,1,1,16,2,1,0,11,3,1,8,0,2,1,2,0,1,998,999,999,0,0,1,4,1,8,1,1,83,0,60,96,91,17,1,2020,6,18,2,15,1,1,1,2,10,25.0
480215,1,1,20,2,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,0,4,3,4,1,8,1,1,51,1,13,96,28,20,1,2020,2,1,2,12,1,1,1,3,1,12.5
480217,1,1,44,1,1,2,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,1,2,1,8,1,15,11,0,3,96,28,19,1,2020,1,13,2,12,3,2,1,1,1,33.33333333
480220,1,1,31,1,1,0,11,3,20,8,0,1,0,2,0,1,998,999,999,1,0,1,2,1,8,1,1,80,0,13,96,73,20,1,2020,2,6,2,8,1,1,1,2,1,50.0
480224,1,1,74,1,1,0,11,3,20,8,0,1,0,3,0,1,998,999,999,0,0,3,4,1,8,2,1,80,0,7,96,0,22,1,2020,4,10,2,8,3,3,1,1,2,50.0
480230,1,1,71,2,1,4,11,3,8,8,0,1,0,2,0,1,998,999,999,0,0,2,2,1,8,1,1,54,0,13,96,51,31,1,2020,6,8,2,12,1,1,1,1,1,50.0
480231,1,1,25,1,1,1,11,20,8,8,0,4,0,0,0,1,998,999,999,0,3,6,1,2,8,1,14,6,0,13,98,8,29,1,2020,4,1,2,1,5,1,4,2,10,50.0
480235,1,1,26,2,1,0,11,3,20,8,0,1,0,0,0,1,998,999,999,0,0,1,2,8,8,2,4,17,0,60,93,38,16,1,2020,5,15,2,12,2,2,1,1,2,33.33333333
480236,1,1,54,2,1,0,11,99,20,1,0,2,0,3,2,1,85,999,999,0,0,4,3,1,1,1,1,98,0,62,96,91,21,1,2020,3,0,2,5,1,1,1,3,1,50.0
480237,1,1,28,2,1,4,11,20,1,8,0,1,0,0,0,1,998,999,999,1,0,2,2,1,2,1,1,12,1,7,96,0,20,1,2020,2,0,2,34,1,1,4,2,1,100.0
480238,1,1,23,2,1,2,11,3,8,1,0,1,0,2,0,1,998,999,999,1,3,5,5,1,8,1,1,61,1,60,96,91,10,3,2020,3,21,2,12,2,2,1,3,1,33.33333333
480240,1,1,74,2,1,0,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,5,5,1,8,2,1,80,0,7,96,0,9,3,2020,2,7,2,8,1,1,1,2,2,50.0
480242,1,1,35,1,1,4,11,99,20,0,0,1,0,2,6,1,998,999,999,3,0,3,5,1,8,2,1,13,1,66,96,0,22,1,2020,4,3,2,24,1,1,10,3,2,100.0
480243,1,1,20,2,1,4,11,3,20,8,0,1,0,2,0,1,998,999,999,1,4,1,4,1,8,2,1,10,0,13,96,28,22,1,2020,4,20,2,12,1,1,1,3,2,50.0
480245,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,2,2,1,8,2,1,80,0,999,96,0,23,1,2020,5,5,2,8,1,1,1,2,2,50.0
480248,1,1,999,9,1,9,11,99,99,8,0,99,1,9,99,1,998,999,999,99,3,1,2,1,8,1,6,80,0,999,93,38,26,1,2020,1,3,2,8,1,1,1,3,1,50.0
480249,1,1,22,1,1,4,11,20,20,0,0,1,0,0,0,1,998,69,198,0,3,6,1,2,8,1,14,12,1,80,96,0,26,1,2020,1,3,2,25,5,1,10,3,10,100.0
480250,1,1,53,1,1,4,11,20,20,8,0,1,0,1,0,1,998,70,228,0,0,2,2,1,1,1,1,62,0,81,96,0,26,1,2020,1,16,2,12,2,2,1,1,1,50.0
480251,1,1,54,1,1,4,11,20,20,0,0,1,0,1,0,1,998,999,999,0,5,5,5,1,8,1,1,72,1,80,96,0,23,1,2020,5,18,2,12,8,1,1,5,1,33.33333333
480252,1,1,42,1,1,0,11,99,20,8,0,99,1,2,0,1,998,999,999,0,0,2,2,1,8,1,1,12,0,13,96,91,26,1,2020,1,9,2,8,3,2,3,1,1,33.33333333
480253,1,1,63,1,1,3,11,20,1,8,0,2,0,1,0,1,75,66,143,1,0,2,2,1,8,2,1,12,0,7,96,0,28,1,2020,3,6,2,12,1,1,1,2,2,33.33333333
