ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,INJ_SEV
10358,1,1,45,1,1,11,20,8,0,0,1,0,1,0,1,100,64,150,1,3,3,2,5,2,1,15,10,1,7,98,89,8,7,2020,4,16,2,12,1,1,1,1,10,4
10361,1,1,34,1,1,11,3,8,0,0,1,0,1,0,1,70,68,215,1,0,3,2,6,2,1,14,80,0,60,96,0,27,6,2020,7,3,2,8,1,1,1,2,10,0
10362,1,1,49,1,1,11,3,8,9,0,1,1,1,0,1,95,75,255,1,3,3,3,6,2,1,1,51,0,13,96,0,27,6,2020,7,0,2,12,1,1,1,2,1,0
10364,1,1,18,1,1,11,3,20,0,0,1,0,2,0,1,40,66,180,0,0,1,4,1,2,1,1,80,0,7,92,0,6,6,2020,7,21,2,8,1,1,1,3,1,0
10366,1,1,25,1,1,11,20,8,9,0,1,0,2,0,1,999,75,220,0,9,1,2,1,2,1,1,51,1,13,96,8,20,6,2020,7,20,2,12,1,1,1,2,1,4
10367,1,1,34,1,1,11,20,20,8,0,1,0,0,0,1,999,67,170,0,0,1,5,1,2,1,1,17,0,80,96,39,20,6,2020,7,21,2,12,2,2,1,3,1,4
10369,1,1,30,2,1,11,20,1,9,0,2,0,2,0,1,999,67,125,0,0,0,0,0,0,0,11,15,0,13,96,38,22,6,2020,2,12,2,12,8,1,1,1,1,3
10373,1,1,999,1,1,11,3,2,0,0,1,0,2,0,1,50,999,999,99,3,2,2,1,2,1,16,10,0,2,96,38,29,6,2020,2,11,2,12,3,2,1,1,10,0
10376,1,1,20,1,1,11,3,20,0,0,1,0,0,0,1,999,74,228,0,4,5,3,1,2,1,1,83,0,13,96,0,1,7,2020,4,0,2,9,1,1,1,3,1,0
10377,1,1,26,1,1,11,99,1,9,0,1,0,2,0,1,999,73,165,1,0,1,4,1,2,1,1,17,1,7,96,39,1,7,2020,4,21,2,12,2,3,1,3,1,3
10379,1,1,49,1,1,11,20,1,9,0,2,0,2,0,1,45,72,260,0,0,1,2,6,2,1,1,13,0,13,96,8,2,7,2020,5,12,2,42,1,1,4,1,1,3
10383,1,1,56,2,1,11,3,8,9,0,1,0,2,0,1,60,999,999,0,0,2,2,1,2,1,15,11,0,5,96,27,5,7,2020,1,12,2,12,1,1,1,1,1,4
10385,1,1,65,2,1,11,20,8,9,0,2,0,1,0,1,999,62,165,0,0,1,2,1,2,1,1,17,0,5,96,89,6,7,2020,2,14,2,12,2,2,1,1,1,4
10388,1,1,24,2,1,11,20,1,9,0,1,0,1,0,1,50,67,118,0,0,1,2,6,2,1,14,10,0,13,96,0,8,7,2020,4,5,2,12,1,1,1,1,10,4
10389,1,1,29,1,1,11,20,20,9,0,1,0,1,0,1,999,70,999,1,0,1,2,6,2,2,14,6,0,3,96,0,9,7,2020,5,21,2,42,1,1,4,2,10,4
10391,1,1,56,2,1,11,3,20,0,0,1,0,1,0,1,40,66,135,0,0,2,3,1,2,2,1,80,0,13,96,0,8,7,2020,4,22,2,8,1,1,1,3,1,0
10392,1,1,62,2,1,11,3,20,9,0,1,0,1,6,1,999,62,129,0,9,5,3,5,2,1,14,80,0,66,96,0,9,7,2020,5,4,2,8,1,1,1,2,10,0
10399,1,1,33,1,1,11,3,1,1,0,1,0,2,0,1,999,70,210,0,3,1,2,1,2,1,1,10,1,60,96,0,11,7,2020,7,3,2,12,1,1,1,2,1,4
10400,1,1,64,2,1,11,20,20,0,0,2,0,2,0,1,999,65,175,0,0,1,2,1,2,1,1,13,0,9,3,0,11,7,2020,7,15,2,34,1,1,4,1,1,4
10404,1,1,47,2,1,11,99,1,9,0,1,0,1,0,1,999,66,225,0,9,1,2,1,2,1,1,12,0,7,96,89,14,7,2020,3,10,2,42,1,1,4,1,10,4
10406,1,1,51,1,1,11,20,20,0,0,1,0,1,0,1,999,72,215,2,9,2,2,5,2,1,14,13,1,81,96,89,16,7,2020,5,23,2,32,1,1,4,3,1,4
10409,1,1,44,1,1,11,3,1,9,0,1,0,3,0,1,999,69,170,0,4,2,2,6,2,1,99,12,1,13,96,0,17,7,2020,6,1,2,33,3,4,4,2,1,4
10411,1,1,35,1,1,11,20,20,0,0,1,0,1,0,1,95,72,250,3,3,2,2,1,2,1,1,6,0,7,96,0,20,7,2020,2,19,2,42,1,1,4,1,10,4
10412,1,1,29,1,1,11,99,20,8,0,1,0,0,2,1,0,999,999,99,0,1,2,1,2,1,5,91,0,11,96,999,21,7,2020,3,11,2,10,6,1,1,1,1,4
10413,1,1,64,1,1,11,3,1,0,0,1,0,1,0,1,45,74,350,0,0,2,4,5,2,1,1,80,0,60,96,0,21,7,2020,3,6,2,8,1,1,1,4,1,0
10414,1,1,65,1,1,11,3,20,0,0,1,0,1,0,1,40,68,190,0,0,5,5,1,2,1,1,50,0,7,96,0,22,7,2020,4,13,2,12,1,1,1,1,1,4
10420,1,1,30,2,1,11,20,1,8,0,1,0,2,0,1,90,63,200,1,9,2,2,1,2,1,14,12,0,13,96,0,24,7,2020,6,21,2,42,1,1,3,3,1,4
10421,1,1,65,2,1,11,3,1,0,0,2,0,1,0,1,999,64,123,0,0,2,2,1,2,1,1,12,0,13,96,0,24,7,2020,6,18,2,42,3,5,3,1,10,4
10423,1,1,69,2,1,11,20,2,9,0,1,0,1,0,1,999,64,130,0,9,1,5,1,2,1,1,17,0,7,96,39,24,7,2020,6,12,2,12,2,3,1,1,10,4
10424,1,1,17,1,1,11,3,20,0,0,2,0,2,0,1,55,68,220,0,0,2,4,1,2,2,1,17,0,7,96,39,24,7,2020,6,0,2,12,2,2,1,3,2,0
10430,1,1,74,1,1,11,20,20,0,0,1,0,1,0,1,999,71,220,0,0,1,2,6,2,1,1,52,0,82,96,89,27,7,2020,2,11,2,1,8,1,1,1,1,4
10432,1,1,20,1,1,11,20,8,0,0,1,0,2,0,1,999,73,140,0,0,1,2,1,2,1,1,10,0,7,96,8,29,7,2020,4,14,2,12,1,1,1,1,1,4
10435,1,1,39,1,1,11,20,8,8,0,1,0,1,0,1,999,72,150,2,0,1,2,6,2,2,14,12,1,60,96,89,1,8,2020,7,22,2,32,1,1,4,3,10,4
10436,1,1,43,2,1,11,3,8,9,0,1,0,2,0,1,71,65,140,1,4,2,2,5,2,1,1,50,0,8,96,89,22,9,2020,3,15,2,12,1,1,1,1,10,2
10440,1,1,46,2,1,11,3,20,0,0,1,0,1,0,1,999,65,210,2,0,1,5,1,2,1,1,80,0,13,96,0,19,9,2020,7,19,2,8,8,1,1,3,1,0
10442,1,1,35,1,1,11,3,20,0,0,1,0,1,0,1,10,75,230,1,0,2,2,1,2,1,1,17,0,60,96,38,7,9,2020,2,20,2,12,2,4,1,2,1,0
10443,1,1,23,2,1,11,3,20,0,0,1,0,2,0,1,17,61,92,1,0,2,5,1,2,1,11,80,0,13,96,0,21,7,2020,3,5,2,8,3,3,1,4,1,0
10445,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,999,999,999,99,0,2,2,1,2,1,1,13,0,999,96,0,6,6,2020,7,11,2,8,1,1,2,1,1,0
10446,1,1,20,2,1,11,3,20,0,0,4,0,2,0,1,999,62,140,0,0,5,5,5,1,1,1,80,0,13,92,0,22,8,2020,7,0,2,8,1,1,1,2,1,2
10448,1,1,46,1,1,11,20,20,9,0,2,0,1,0,1,90,68,220,1,3,1,2,6,2,1,1,13,1,119,96,0,4,8,2020,3,18,2,35,1,1,4,1,1,4
10455,1,1,40,1,1,11,20,20,9,0,1,0,2,0,1,85,999,999,0,4,1,2,1,2,2,14,6,0,13,96,8,23,4,2020,5,3,2,53,1,1,4,2,2,4
10457,1,1,38,1,1,11,99,99,0,0,1,0,3,0,1,10,71,159,0,0,2,2,1,2,1,2,53,0,13,96,89,12,9,2020,7,5,2,12,1,1,1,4,5,4
10461,1,1,33,1,1,11,20,1,9,0,1,0,1,0,1,78,67,180,0,0,3,2,1,2,1,1,52,0,7,96,999,1,9,2020,3,18,2,12,1,1,1,1,1,2
10462,1,1,51,2,1,11,3,20,0,0,1,0,4,0,1,78,63,140,0,0,3,3,1,2,1,1,80,0,7,96,0,1,9,2020,3,20,2,8,1,1,1,2,1,0
10468,1,1,81,1,1,11,99,8,0,0,1,0,1,0,1,999,999,999,0,0,3,2,1,2,1,1,12,0,13,96,58,5,8,2020,4,14,2,12,1,1,1,1,1,4
10469,1,1,20,2,1,11,3,20,0,0,1,0,2,0,1,999,61,135,0,0,6,2,1,1,1,1,80,0,7,96,0,15,7,2020,4,9,2,8,20,1,1,1,1,0
10470,1,1,61,2,1,11,3,20,0,0,1,0,1,0,1,998,67,180,0,0,2,3,1,2,1,1,80,0,7,96,0,23,7,2020,5,1,2,8,1,1,1,3,1,0
10471,2,1,27,1,1,11,3,1,0,0,2,0,1,0,1,999,74,210,0,0,3,3,1,1,2,1,50,0,3,96,26,6,7,2020,2,18,2,12,1,1,1,1,2,0
10472,1,1,25,1,1,11,1,20,0,0,1,0,4,0,1,999,72,235,1,0,5,5,1,2,1,1,80,0,60,96,0,10,7,2020,6,21,2,8,1,1,1,3,1,0
10473,1,1,32,2,1,11,20,20,9,0,1,0,2,0,1,999,69,240,0,9,1,2,1,2,2,1,12,1,13,96,0,21,7,2020,3,1,2,42,1,1,4,2,10,4
10478,1,1,36,1,1,11,3,8,9,0,2,0,1,0,1,138,71,175,0,3,1,2,1,2,1,1,6,1,1,96,89,1,8,2020,7,0,2,38,1,1,4,3,10,3
10479,1,1,40,1,1,11,99,8,8,0,2,0,2,0,1,999,70,150,0,0,2,3,1,2,1,11,15,0,3,96,38,1,8,2020,7,15,2,12,2,2,1,1,1,4
10482,1,1,73,2,1,11,3,1,9,0,2,0,1,0,1,999,64,200,0,0,1,2,1,2,1,1,17,0,13,96,38,2,8,2020,1,12,2,12,2,3,1,1,1,4
10484,1,1,57,1,1,11,3,20,0,0,1,0,1,0,1,35,69,240,0,0,1,2,1,2,1,1,80,0,60,96,0,4,8,2020,3,5,2,8,1,1,1,2,1,0
10486,1,1,93,2,1,11,3,20,0,0,1,0,1,0,1,5,60,176,0,0,1,2,1,2,1,1,17,0,13,96,39,4,8,2020,3,14,2,12,2,2,1,1,1,4
10487,1,1,20,1,1,11,20,20,8,0,1,0,1,0,1,999,75,200,0,0,2,2,1,2,1,1,12,0,13,96,0,5,8,2020,4,13,2,34,1,1,3,1,1,4
10490,1,1,25,1,1,11,3,20,0,0,1,0,1,0,1,999,68,150,1,0,1,2,5,2,1,1,80,0,13,96,0,7,8,2020,6,21,2,8,1,1,1,2,1,0
10492,1,1,27,1,1,11,20,8,9,0,1,0,2,0,1,999,71,165,1,9,1,2,1,2,1,14,13,1,13,96,8,8,8,2020,7,0,2,58,19,1,8,2,1,4
10493,1,1,21,1,1,11,20,20,0,0,1,0,2,0,1,60,63,160,1,3,1,2,5,2,1,14,13,0,80,96,0,8,8,2020,7,17,2,38,1,1,4,1,1,4
10494,1,1,51,1,1,11,3,20,0,0,1,0,1,0,1,999,74,230,0,3,1,4,6,2,1,14,10,0,13,96,89,8,8,2020,7,22,2,12,1,1,1,3,10,4
10497,1,1,45,2,1,11,3,20,0,0,1,0,1,0,1,999,66,180,0,0,1,3,1,2,1,11,15,0,13,96,38,10,8,2020,2,12,2,12,2,2,1,1,1,0
10500,1,1,20,1,1,11,3,20,9,0,1,0,2,0,1,999,65,135,0,0,1,4,1,2,1,11,15,0,13,96,38,10,8,2020,2,17,2,12,2,3,1,1,1,4
10501,1,1,26,2,1,11,3,20,0,0,2,0,1,0,1,999,999,999,0,4,1,4,5,2,2,1,6,0,13,96,87,10,8,2020,2,20,2,12,1,1,1,2,2,1
10506,1,1,81,2,1,11,99,8,9,0,1,0,1,0,1,999,63,140,1,0,1,2,1,2,1,14,10,0,7,96,28,13,8,2020,5,12,2,12,1,1,1,1,1,4
10508,1,1,999,1,1,11,99,99,9,0,1,1,2,0,1,999,72,170,1,9,5,5,1,2,1,1,80,0,7,96,999,15,8,2020,7,0,2,8,1,1,1,3,1,0
10509,1,1,29,1,1,11,99,8,0,0,1,0,2,0,1,999,67,210,0,0,1,5,1,2,1,1,17,0,1,96,39,15,8,2020,7,3,2,12,2,2,1,3,10,4
10510,1,1,50,1,1,11,20,20,9,0,1,0,1,0,1,98,74,250,0,3,1,5,1,2,1,1,60,1,80,96,8,15,8,2020,7,18,2,12,2,3,1,1,1,4
10511,1,1,36,1,1,11,20,20,9,0,2,0,4,0,1,80,72,225,1,3,1,2,6,2,1,14,13,1,60,96,37,16,8,2020,1,0,2,42,1,1,4,2,1,3
10513,1,1,22,2,1,11,3,20,0,0,1,0,2,0,1,45,66,135,0,0,1,2,1,2,1,1,80,0,13,96,0,19,8,2020,4,6,2,8,1,1,1,1,1,0
10514,1,1,39,1,1,11,99,8,9,0,1,0,2,0,1,69,999,999,0,3,5,5,1,2,1,1,50,0,7,96,8,19,8,2020,4,5,2,12,3,2,1,4,1,4
10515,1,1,25,2,1,11,99,8,0,0,3,0,1,0,1,999,66,233,0,4,5,5,1,2,2,15,6,0,7,96,87,19,8,2020,4,18,2,19,1,1,5,3,2,3
10517,1,1,37,2,1,11,3,20,0,0,2,0,3,0,1,20,61,190,0,0,2,3,5,2,1,11,15,0,13,96,89,21,8,2020,6,20,2,12,2,2,1,3,10,1
10520,1,1,75,1,1,11,3,8,0,0,1,0,1,0,1,999,73,170,0,0,1,5,1,2,1,11,15,0,60,96,38,22,8,2020,7,8,2,12,2,2,1,1,10,4
10521,1,1,32,2,1,11,3,20,9,0,2,0,2,0,1,5,67,285,0,0,2,2,1,2,1,11,15,0,13,96,38,22,8,2020,7,16,2,12,2,3,1,1,1,0
10528,1,1,42,1,1,11,3,1,9,0,1,0,2,0,1,999,72,205,0,0,1,4,1,2,2,1,10,1,60,96,28,28,8,2020,6,20,2,12,1,1,1,2,10,3
10530,1,1,18,1,1,11,3,8,9,0,1,0,1,0,1,999,68,150,1,9,1,2,6,2,1,1,12,0,13,96,999,30,8,2020,1,13,2,42,1,1,4,1,1,4
10531,1,1,33,1,1,11,20,1,9,0,1,0,2,0,1,999,71,206,0,0,1,2,5,2,1,1,13,1,13,96,89,30,8,2020,1,0,2,33,1,1,4,3,1,4
10533,1,1,18,1,1,11,3,1,1,0,3,0,1,0,1,999,67,167,1,0,1,2,1,2,1,1,17,0,60,96,38,30,8,2020,1,15,2,12,2,2,1,1,10,2
10537,1,1,42,1,1,11,3,1,0,0,1,0,1,0,1,50,69,180,0,0,1,2,5,2,1,14,10,0,7,96,0,2,9,2020,4,15,2,12,1,1,1,1,10,4
10538,1,1,65,1,1,11,20,20,8,0,2,0,1,0,1,999,69,160,0,9,1,2,5,2,1,14,13,0,13,96,89,3,9,2020,5,9,2,30,1,1,4,1,1,4
10541,1,1,65,1,1,11,3,20,9,0,1,0,1,0,1,999,68,180,3,9,1,2,1,2,1,1,12,0,13,96,8,6,9,2020,1,21,2,53,1,1,4,2,1,4
10543,1,1,999,1,1,11,99,99,9,0,1,0,9,0,1,999,999,999,99,9,1,2,1,2,1,1,12,0,13,96,999,7,9,2020,2,6,2,42,1,1,5,1,10,4
10545,1,1,54,1,1,11,20,20,0,0,2,0,1,0,1,999,74,190,0,0,5,5,6,2,1,1,51,0,81,12,89,7,9,2020,2,15,2,12,1,1,1,1,1,3
10549,1,1,59,1,1,11,3,8,0,0,1,0,2,0,1,999,70,264,0,0,2,2,1,2,1,1,13,0,60,96,0,9,9,2020,4,10,2,42,19,1,8,1,1,4
10550,1,1,46,1,1,11,3,20,8,0,2,0,1,1,1,999,66,180,0,0,2,4,1,2,1,2,50,0,74,6,89,10,9,2020,5,7,2,12,1,1,1,1,1,0
10552,1,1,24,1,1,11,3,1,0,0,1,0,1,0,1,45,65,135,0,0,2,3,5,2,1,1,17,0,13,96,89,12,9,2020,7,19,2,12,2,2,1,5,10,0
10554,1,1,48,1,1,11,3,20,0,0,1,0,1,0,1,65,999,999,3,0,1,3,1,2,1,1,80,0,8,96,0,14,9,2020,2,23,2,8,1,1,1,2,10,0
10557,1,1,32,1,1,11,20,1,8,0,1,0,1,0,1,999,999,999,0,0,1,5,1,2,1,1,13,1,119,96,8,17,9,2020,5,17,2,24,1,1,4,1,1,4
10558,1,1,21,1,1,11,3,20,0,0,1,0,2,0,1,999,75,129,1,0,3,2,1,2,1,1,80,0,60,96,0,20,9,2020,1,21,2,8,1,1,1,3,1,0
10559,1,1,69,2,1,11,20,8,0,0,1,0,1,0,1,45,62,155,0,0,1,5,1,2,1,1,17,0,3,96,89,21,9,2020,2,10,2,12,2,2,1,1,1,4
10561,1,1,61,1,1,11,3,8,8,0,1,0,1,0,1,70,73,220,0,0,2,2,1,2,1,1,12,0,7,96,89,5,9,2020,7,14,2,42,1,1,3,1,1,4
10562,1,1,41,1,1,11,20,20,1,0,1,0,1,0,1,64,73,205,0,0,3,4,6,2,1,1,50,0,60,96,8,6,11,2020,6,19,2,12,1,1,1,3,1,4
10564,1,1,48,1,1,11,3,1,0,0,1,0,2,0,1,70,999,999,0,4,3,4,5,2,2,16,10,0,60,96,0,28,10,2020,4,7,2,12,18,1,1,1,10,4
10565,1,1,74,1,1,11,3,8,8,0,2,0,1,0,1,999,72,180,0,0,6,1,1,2,2,16,6,0,7,96,87,27,10,2020,3,14,2,12,5,1,1,1,2,4
10566,1,1,31,1,1,11,3,20,9,0,1,0,3,5,1,70,74,240,0,0,3,2,1,2,2,1,50,0,66,96,38,25,10,2020,1,3,2,12,1,1,1,3,10,4
10567,1,1,56,1,1,11,99,20,9,0,2,0,3,2,1,75,74,222,1,0,2,2,1,2,1,6,1,0,11,96,0,22,10,2020,5,14,2,34,1,1,4,1,1,4
10569,1,1,42,1,1,11,20,20,0,0,1,0,1,0,1,85,66,999,1,3,3,3,1,2,1,15,6,0,94,96,0,14,10,2020,4,14,2,1,1,1,1,1,1,4
10572,1,1,999,9,1,11,99,99,9,0,99,1,9,0,1,999,999,999,99,9,3,4,1,2,1,16,10,0,13,96,58,6,10,2020,3,17,2,12,18,1,1,1,1,0
10573,1,1,52,1,1,11,20,20,0,0,1,0,1,0,1,998,70,170,0,0,2,4,1,2,1,1,99,0,3,96,89,2,10,2020,6,5,2,12,1,1,1,1,1,0
10574,1,1,50,2,1,11,3,20,0,0,1,0,3,1,1,15,64,220,1,0,2,3,5,2,1,13,20,0,63,96,89,2,10,2020,6,15,2,8,1,1,2,1,1,0
10576,1,1,29,2,1,11,3,8,9,0,1,0,1,0,1,999,64,200,1,0,2,2,1,2,1,1,13,0,13,96,0,26,9,2020,7,15,2,30,1,1,4,1,1,4
10577,1,1,38,1,1,11,99,8,0,0,1,0,1,0,1,999,77,185,2,0,3,3,1,2,2,1,13,0,60,96,999,24,9,2020,5,22,2,30,1,1,4,2,10,4
10578,1,1,52,1,1,11,3,20,0,0,1,0,3,6,2,999,72,299,1,0,3,4,1,1,2,1,80,0,66,96,0,23,9,2020,4,22,2,8,1,1,1,2,2,0
10579,1,1,31,1,1,11,20,20,0,0,1,0,1,0,1,999,70,150,0,3,3,5,1,1,1,14,12,1,81,96,0,5,9,2020,7,4,2,23,1,1,3,3,1,4
10580,1,1,999,9,1,11,99,99,9,0,99,1,4,0,1,998,999,999,99,9,6,1,6,2,1,1,80,0,7,96,999,13,8,2020,5,13,2,8,20,1,1,9,99,0
10581,1,1,32,1,1,11,3,20,0,0,2,0,1,0,1,35,75,205,1,0,2,4,1,2,1,1,80,0,7,96,0,2,9,2020,4,21,2,8,1,1,1,2,1,0
10582,1,1,48,2,1,11,3,1,0,0,1,0,2,0,1,65,66,200,0,0,1,2,1,2,1,14,13,0,60,96,0,3,9,2020,5,13,2,12,1,1,1,1,1,3
10583,1,1,60,2,1,11,3,1,0,0,1,0,1,0,1,999,63,110,0,0,1,3,1,2,1,1,10,0,7,96,0,5,9,2020,7,8,2,12,3,3,1,1,1,1
10584,1,1,25,1,1,11,3,8,0,0,3,0,2,0,1,999,999,999,0,3,2,5,1,2,1,15,10,0,60,96,0,6,9,2020,1,18,2,12,3,2,1,1,1,2
10587,1,1,47,1,1,11,20,20,9,0,1,0,3,0,1,999,74,185,0,3,2,2,6,2,1,1,55,0,82,96,0,19,9,2020,7,23,2,12,7,1,1,2,1,4
10588,1,1,40,2,1,11,20,20,0,0,1,0,1,0,1,15,64,165,1,0,1,2,1,2,1,11,15,0,7,96,38,22,9,2020,3,9,2,12,2,3,1,1,1,4
10589,1,1,21,2,1,11,3,8,1,0,1,0,1,0,1,75,67,128,0,3,1,3,3,2,1,14,12,1,13,96,8,23,9,2020,4,20,2,58,1,1,4,2,2,4
10593,1,1,18,1,1,11,99,8,0,0,2,0,1,0,1,999,72,185,0,9,1,6,5,2,1,99,99,0,1,96,0,25,9,2020,6,21,2,12,3,3,1,3,1,3
10594,1,1,61,2,1,11,3,20,0,0,2,0,2,0,1,50,66,160,1,0,2,3,1,2,1,1,80,0,13,96,89,26,9,2020,7,11,2,8,3,2,1,1,10,0
10597,1,1,86,2,1,11,3,1,0,0,1,0,1,0,1,10,66,170,0,0,1,2,1,2,1,11,15,0,13,96,89,29,9,2020,3,10,2,12,2,2,1,1,1,4
10598,1,1,66,1,1,11,3,1,0,0,1,0,1,0,1,999,67,200,0,0,2,2,1,2,1,1,13,0,60,96,89,29,9,2020,3,13,2,42,1,1,4,1,1,4
10600,1,1,20,2,1,11,3,8,1,0,2,0,1,0,1,53,68,136,0,0,1,2,1,2,1,6,10,1,7,96,0,1,10,2020,5,18,2,12,1,1,1,5,1,2
10605,1,1,30,1,1,11,20,8,1,0,1,0,2,0,1,999,67,190,0,0,1,2,1,2,1,1,12,1,13,96,0,2,10,2020,6,3,2,42,1,1,4,3,1,4
10607,1,1,22,1,1,11,20,8,9,0,2,0,2,0,1,60,69,165,0,0,1,2,1,2,1,1,12,1,13,96,8,2,10,2020,6,6,2,34,1,1,4,4,1,4
10608,1,1,21,1,1,11,20,20,0,0,2,0,2,0,1,82,69,170,0,3,1,4,1,2,1,11,12,0,60,96,999,3,10,2020,7,0,2,30,3,2,8,3,1,4
10616,1,1,21,1,1,11,3,20,9,0,1,0,2,0,1,40,73,172,0,0,1,2,6,2,1,1,80,0,60,96,0,5,10,2020,2,12,2,8,1,1,1,1,1,0
10618,1,1,25,2,1,11,99,1,9,0,1,0,2,0,1,999,69,115,3,9,5,7,1,2,1,1,13,1,7,96,8,7,10,2020,4,0,2,33,1,1,4,3,1,4
10621,1,1,60,1,1,11,3,8,0,0,1,0,1,0,1,50,69,190,0,0,1,2,1,2,1,1,12,0,3,96,89,8,10,2020,5,14,2,42,1,1,4,1,1,4
10622,1,1,23,1,1,11,99,8,9,0,2,0,4,0,1,999,71,165,0,0,1,2,1,2,1,1,13,0,7,96,58,9,10,2020,6,15,2,14,1,1,5,1,10,4
10625,1,1,21,1,1,11,20,8,9,0,2,0,1,0,1,999,68,140,0,9,5,5,1,2,1,14,10,0,13,96,58,16,10,2020,6,23,2,19,1,1,5,3,10,4
10626,1,1,26,1,1,11,20,8,0,0,1,0,2,0,1,65,67,150,1,3,1,2,3,2,1,1,13,1,13,96,58,17,10,2020,7,1,2,35,1,1,4,2,10,4
10631,1,1,51,2,1,11,20,1,9,0,1,0,2,0,1,999,67,150,0,9,1,2,5,2,1,99,13,0,7,96,0,19,10,2020,2,12,2,34,1,1,4,1,1,4
10632,1,1,39,1,1,11,20,1,0,0,1,0,2,0,1,10,70,240,1,0,1,2,5,2,1,11,15,0,60,96,38,19,10,2020,2,15,2,12,2,3,1,1,1,0
10633,1,1,47,1,1,11,3,20,0,0,1,0,1,0,1,999,67,190,0,0,2,2,5,2,1,14,80,0,7,96,0,19,10,2020,2,4,2,8,1,1,1,2,1,0
10636,1,1,34,1,1,11,99,99,9,0,1,0,2,0,1,50,72,190,0,3,1,2,6,2,1,1,14,0,60,96,89,20,10,2020,3,3,2,35,3,3,4,3,1,4
10644,1,1,55,1,1,11,3,20,9,0,1,0,0,0,1,999,69,210,0,0,1,6,1,2,1,1,80,0,2,96,0,23,10,2020,6,5,2,8,1,1,1,3,1,1
10646,1,1,41,2,1,11,3,3,0,0,2,0,1,0,1,12,999,999,0,0,0,0,0,0,0,11,15,0,13,96,39,23,10,2020,6,4,2,12,8,1,1,3,1,0
10653,1,1,28,2,1,11,20,1,0,0,1,0,1,0,1,60,69,155,0,3,1,2,1,2,2,6,6,0,13,96,89,25,10,2020,1,7,2,42,1,1,4,4,2,4
10656,1,1,34,2,1,11,3,20,0,0,2,0,1,0,1,45,66,179,0,0,1,2,6,2,1,1,13,1,7,96,0,27,10,2020,3,17,2,8,1,1,2,5,10,0
10658,1,1,48,1,1,11,99,1,9,0,2,0,1,0,1,999,66,137,1,0,2,4,1,2,2,11,15,0,60,96,38,29,10,2020,5,6,2,12,2,2,1,1,1,1
10663,1,1,42,1,1,11,3,20,0,0,1,0,1,0,1,999,69,180,0,0,2,3,1,2,1,1,80,0,60,96,0,30,10,2020,6,22,2,8,1,1,1,3,1,0
10664,1,1,87,2,1,11,3,8,0,0,1,0,1,0,1,60,62,180,0,3,1,2,6,2,1,14,13,0,13,96,58,31,10,2020,7,8,2,42,1,1,4,1,1,4
10665,1,1,41,1,1,11,20,1,9,0,2,0,2,0,1,95,999,999,0,3,1,2,1,2,1,11,13,0,7,96,37,1,11,2020,1,0,2,42,3,4,4,2,1,4
10667,1,1,35,1,1,11,20,8,0,0,1,0,2,0,1,60,70,255,1,0,1,3,1,2,1,1,17,0,7,96,39,3,11,2020,3,21,2,12,2,2,1,3,10,3
10670,1,1,54,2,1,11,3,20,0,0,1,0,1,0,1,40,66,187,0,0,1,4,5,2,1,1,80,0,7,96,0,6,11,2020,6,17,2,8,1,1,1,1,1,0
10671,1,1,47,1,1,11,20,1,9,0,1,0,1,0,1,60,70,175,0,0,1,2,1,2,1,1,13,0,7,96,89,7,11,2020,7,2,2,59,1,1,4,3,1,4
10674,1,1,52,1,1,11,99,20,0,0,1,0,3,6,1,999,70,190,0,0,1,4,1,2,1,1,52,0,66,96,999,9,11,2020,2,14,2,12,8,1,1,1,1,0
10677,1,1,20,1,1,11,20,1,9,0,1,0,2,0,1,55,70,220,4,0,1,2,1,2,1,14,13,0,7,96,58,16,11,2020,2,7,2,12,1,1,1,1,1,4
10678,1,1,43,1,1,11,3,1,9,0,3,0,1,0,1,55,66,125,1,0,1,4,1,2,1,6,10,0,1,96,33,6,9,2020,1,16,2,12,8,1,1,1,1,4
10679,1,1,40,1,1,11,3,8,9,0,1,0,1,0,1,66,68,190,0,0,1,2,1,2,1,6,54,0,3,96,89,9,9,2020,4,19,2,12,1,1,1,2,1,3
10682,1,1,35,1,1,11,20,20,9,0,1,0,0,0,1,95,76,160,0,0,3,2,1,2,1,1,12,0,80,96,37,29,12,2020,3,22,2,24,1,1,3,2,1,4
10683,1,1,27,2,1,11,3,20,0,0,1,0,1,0,1,15,65,190,0,0,1,2,1,2,1,1,80,0,8,96,89,11,11,2020,4,16,2,8,8,1,1,1,1,0
10684,1,1,67,1,1,11,20,20,9,0,1,0,1,0,1,999,73,185,0,0,1,2,6,2,1,14,10,0,60,96,89,5,11,2020,5,15,2,12,1,1,1,1,1,9
